,0,1
807934,1,@patrickaltoft thanks for the recommendation Patrick 
774056,-1,Going to watch a very sad movie tonight. I am off to view My Sister's Keeper.  I will let you know how it was.
370718,-1,Ugh i washed my ipod like wtf!!!   .:I got that SINGLE GIRL swag:.
1187891,1,"Mom brought me outside to garden while Dad took a practice CFA test. I nibbled on a gardenia, but Mom found out it's not poisonous "
1236566,1,"@aznmacboi well, you're like half Kanye, he's a gay fish and you're just gay  (you'll only get that if you're a Southpark fan, lol)"
682335,-1,Is very hurt  ROFL I love to twitter xD oh uh ohhh mhmmm shane!!!!!!!!!!!!!!!! Not sleepy!
1150597,1,@rupertite79 well glad you're hanging with us 7/7  Seems that it's a mostly Canada group except for my friend and I 
1200888,1,@sevinnyne6126 I love you Lindz! U rock! I want your new record!!!!!!!!!!  
756874,-1,has not doodoo-ed in a couple of days  EWWWW
129069,-1,"How come my life has suddently become rush rush rush! Grrr! No fun... Oh well, back to it I guess "
257980,-1,@sdlolo how do you get it at 6pm? Satellite?! Time warner doesn't have then until 9. 
367093,-1,@sebleedelisle  have fun in the US.
1464119,1,Not going to the referendum on equality among danish queens and kings. Witch BTW is a contradiction in terms 
1125927,1,sour cream and bacon chips... surprisingly yummy 
414842,-1,@dirty69_4ever  times like a million.
699418,-1,is missing the HatP show today  I'm a super sad bear...
1061978,1,@dannygokey hi! You did an awesome job on AI. God has an amazing plan for u &amp; ur music career. Can't wait to hear ur own songs. 
1452782,1,"SQL&gt; execute hello; Hello, World!  PL/SQL procedure successfully completed.  SQL&gt; "
989700,1,I'm glad I get to watch the match at work tonight. Looks like I won't be doing much tonight 
289376,-1,At lunch stop day 2 in -  sun is finally out!!!!  Daniel went down today though &amp; new friend Rachel might have broken her wrist!    #alc8
478972,-1,"Can't wait for holiday, which is still in July "
421532,-1,@NevershoutAZIAH I'm not on the computer 
800763,1,Good Knight Jonathan!  
1413796,1,my carbon footprint is depleting  biking is fun
1188647,1,"@MWCollection Noooo! Sleep is very important! I love the drive, but you gotta make sure you get that rest so you can keep going! Balance! "
258520,-1,"Somewhat sleepy, I havenÂ´t studied today "
126931,-1,@GigiGreenEyez That Sucks honey   Get well soon xo
1037544,1,"@winkfromblueyes THX 4 the #followfriday, very appreciated! "
1308618,1,@TraceCyrus haha. lol. see you next week. 
796453,-1,This morning no connection via firefox later no identica at all. At present no login via firefox and seamonkey  !identica
1535665,1,@RonBme no but i will check it out.  will look for it and listen. thanks for the recommendation. 
1307109,1,NEW 2 TWITTER!! 
590586,-1,@Enigma32 aww  I didn't have a great day either... :/
1226722,1,"never been here, never coming back "
836876,1,@luclatulippe wave at us down the street! 
622323,-1,my friend has a new AWESOME laptop xD i want one 
840475,1,driving to the airport! i'll be home in a few hours  I LOVE ARIZONA!!
1406351,1,eating her yogurt ! 
81285,-1,@simoncurtis hahah im glad ur having fun. im soooooo bored  2.30am and i dont have a clue of what i should do....
72257,-1,I missed the A R Rahman Jai Ho show in Kozhikode...  no words to describe how i would have enjoyed (
1021310,1,@CLBuchanan Cheering is so helpful - my brother surprised me around 17k one year and it was such a boost to get to the end 
1494618,1,clean room 
963760,1,Thank You - My Lord - My God - Eli - JAH ! God IS SALVATION ! ELI - SHA ! YA- ALL as 'A' is 'Z' see - STINK    SELAH
965895,1,"@mkdragoness .. a necessity for every metallica fan, and I'm hard core "
1383505,1,"Searching my new guitar on web  , I like the Tanglewood 45VSB !!! So pretty "
859764,1,@Ember_xoxox Thankies sweetheart! Hope your having yourself a mighty lovely day! 
501941,-1,@kimberly_n14 she was hitting on eden? thats scary awww we didnt go to ryans game 
1500882,1,Just got to hold a talking African Grey parrot!!!   Now off to watch &quot;Rear WIndow&quot; again... see ya all later!  
1171491,1,Good morning twitterville!!! Sundayy is here...damm the weekend went by fast..!!!  BCK to School 2-morrow =(
462206,-1,my arm hurts sooooo bad  i think i might cry lol           #squarespace
1568665,1,@rbflygal I'm just giving fair warning. Want to nip it in the bud. 
1530705,1,"@chris_mcmahon I may be in Europe right around then, so the timing could work well. Know if speakers get their travel/hotel covered? "
1271382,1,@uneemraz yep  @flowered_up lebih ditingkatkan lagi ya latihan salip-menyalip tweet-nya 
1427306,1,@ShavonBET ill be there shirtless at 12pm lol at the pool.. 
1270030,1,"Finally feeling somewhat better  going to finish studying and go to bed, goodnight."
1284650,1,@DavidArchie Hey David! I just saw your Music video: Touch My Hand. It was a nice video.  It`s one of my Favorite songs. 
777321,-1,@thatgirlmystic  I'll look out 4 that doc.. I get sad everytime I hear 'fatherless child' - 'with a needle in ur arm n angels on ur side'
1500830,1,Cleaning my room cause I got clothes Everwhere 
522788,-1,@Kira91 yaaa man hate studying but i guess i cant help it... 
855670,1,one more explanation of a quote and guess whose coursework is done 
1473166,1,@AidanLegend Thanks! 
1588107,1,@iLiammm aw thanks 
37758,-1,"Tokyo Sonata wanted to say something, knew what it wanted to say something about, but never really said it. Deeply disappointing "
802332,1,&quot;We'll be a beets cover band&quot;. I would pay money to see that 
1367385,1,@kfred85 You mean #LOFNOTC ? 
256935,-1,@TPhil9 I am lost. Please help me find a good home. 
1227941,1,First day of work off training 
261695,-1,Oh gosh I tried cleaning my room so I took everything apart and now I just made it more messy 
364461,-1,@MELLYMIKKELSEN haha I love these kinds of shows! They are sad though  I miss you too girl...come back to Cali!
781869,-1,At Ncl airport on BT Openzone. Swiss O2 charges prohibitive (Â£6 per Mb). Looks like iPhone cold turkey for me.  
1023435,1,@thepetnet he got over it pretty quickly  his expanded ego may take more time to deflate however ;)
1000028,1,"i`m so bored. :| hmpf. btw, i`m done editing some pics.  weeee. )"
561323,-1,It would be great if the iPhone OS 3 was available before I left for work. But it's not 
1513000,1,Great night 
832611,1,@mattlackey :-0 turn the brightness up on ya tv 
53824,-1,had a great thai chicken pizza at @calpizzakitchen and loved seeing all my old co-workers i want a tiramisu now  or red velvet cake mmmmmm
1490893,1,"So, I asked @lisaclark from @mizzmag to do a feature on @jessicaveronica and @lisa_veronica, so hope they thank me! Haha "
640605,-1,#inaperfectwould we would have 200 followers. help us out  plz
715979,-1,@CherilynnKaye a family party but didn't invite family 
148700,-1,is wishing they made clothes to fit a size 11 
685122,-1,Wishing I was even REMOTELY near the ocean for International Surfing Day  There's not even a pool here. Damn Iraq.
463192,-1,I miss her  i'm not going to give up...
1249519,1,@iToNeB and let's not forget u did state my name Therefore u cared who it was. Had u not said me name it would have meant u didn't care. 
247443,-1,@mileycyrus help me!! i cant vote   HELP HELP HELP
15718,-1,"I am historically sick at the moment. Seriously, it's epic.  "
1232323,1,"@Sandiii Well I donÂ´t know, IÂ´m still a bit upset, that we dindnÂ´t do something together, so i will think about this... "
829236,1,@prakash_raman nice! tx for this... 
1167923,1,"to keep both @SophietheFrog &amp; @LiamCowen happy, i have decided on noodles followed by bacon "
525658,-1,@Trayzz yeeeh love it. dont forget me T when u go 2 Espana 
1357804,1,Check this video out -- Conjunction Junction http://bit.ly/fAdY3   &lt;== The memories! 
1155605,1,"@sexybbwlily I agree, you need a privacy fence would love to see some hot pics of you in your yard "
745023,-1,Tweetvisor says that there was an error whilst updating my status on Twitter.  
424625,-1,@miarbleu yeah I get what you mean! blah I'm bored  that is no fun
850019,1,yeeeesiiiir you too 
848999,1,@ChubbyGayMan @Jayme1988 @jiggleaud Group hug for all the number 1 sons. 
1343897,1,@JalenJade Aww... you can teach me how to sew and how to bowl! 
1577990,1,want to get better  loves casssssssh  schmitgirl
733056,-1,Holy shit season 4 of hannah montana  is the last season  I'll miss u hannah :'(
145118,-1,@feefifoo missed you!  how was your few hours in london? Has to be better than work right? Lol
1042256,1,@Kkaannddeerr: are you on the computer!? Do it for me! 
182992,-1,"At work today, I sang in Rock Band for the first time!  In other news, at work today, I sang in Rock Band for the last time. "
1528124,1,says just drop your love at my fs. gonna sleep. kinda crazy to update ypu all.  http://plurk.com/p/113deg
1002959,1,@darkzoo thanks for the #followfriday. Fingers crossed for you for the 30th 
682814,-1,phone needs to be repaired maybe 
1297299,1,@Seamonkey86 I hope they are  and I have FIVE 5 5ive five fIvE FiVe left...can you tell that Im excited? haha
1564464,1,So happy my iPhone is in great working order now. Sleeping sound tonight 
39786,-1,"@blairerwin nah but if it does im running away. no spy window, no balcony, no 'saraula' haha "
979890,1,"@Nelson_JY 7th june is registration, and 8th is the orientation week. 4th june starts the oc camp. "
405149,-1,@nessie_111 lol. Well I am a lightweight. I've all but stopped drinking!  Xx
1076112,1,@sprittibee I just didn't want to call @fivejs one without her permission 
823226,1,Wish I was a kite. Could drift lazily where ever the wind took me. Floating in the pool is as close as I can get 
1076023,1,"Suicide is your only option. So, am I saying that twitter is asking me a stupid question? Eh, no one knows what I'm talking about anyway. "
1161892,1,@exsanguinator just the one? You all gonan share it? 
910729,1,@charmainelhs then you must insist you write essays the twitter way - no more than 140 characters 
1010774,1,@norarachel oooh I hope everything goes tickety boo.  Of course some of us think it should be spelt labour! 
552637,-1,"@cashstwit , please don't go "
199335,-1,"Packing all done. Leaving in a couple of hours. Will miss a few things here, including Dr. Pepper. "
178202,-1,@selenagomez do u ever answer ur fans on here?? i wish u would. i have a question i've been wanting to ask u for months 
122698,-1,omg.. the LOST finale is so sad... am i just over emotional?? i just cried!!! 
1370605,1,@RozzyToz Thanks for the #followfriday 
702416,-1,now the other side of my mouth hurts. fuck thiissss.  and my jaw hurts.
339150,-1,Balls. Left my nice shure headphones in my desk at work. crappy ones for me today 
178519,-1,Not feelin right. Hope the feeling passes. Stupid stomach. 
1243351,1,eatin a hot pocket and drinking cranberry juice  lol
275696,-1,"suddenly, i miss my cocroach! "
726430,-1,@itsjustmeghan i think you need more detergent in the water if it's still greasy 
167588,-1,"@tommcfly I really hope you see my tweets. Sent you so much, I swear. Do a tour in the Philippines, please?  *prays*"
843412,1,@fallenstar_ Most certainly dear 
486369,-1,hopes taylors daddy is okay too 
790431,-1,"does not want to do the 800 m run tomorrow, its predicted to rain which means i'm gonna look like a poodle "
1514789,1,http://twitpic.com/7gb3o - Mmm...extra sauce on the side 
1528037,1,@deonmontasser she's 14 mths old deoonn... How r u? 
1570666,1,"@TubbyParcel oh, I like that idea... "
449848,-1,@LadyRubaiyat That sucks   Have you thought about a franchise type business?  I do this: http://bit.ly/1864ml
1555120,1,@valagnew but he might wanna share his colouring with everyone! Ha ha 
337838,-1,@Joh70 no rain here for a change!  our grounds are flooded though still.  it's rained almost every day for the past month!! 
1235347,1,"Eminem - We Made You, part of the lyric that I like is.........  !!"
1473256,1,He is soooooo cute 
514061,-1,Have you ever farted yourself awake? Not fun to be scared awake by a loud noise then the smell hits 
193223,-1,Just survived a near miss on the A1. Idiot pulled into my lane without any warning at high speed. Should have got his number. 
529068,-1,@ShottaDru where were u wed nite? I was hoping to see u. I was sure u'd be there 
1526668,1,"Is suppose to be revising, instead i have started my write up / basic guide for using Versions.app and Coda.... Blog post this evening "
200820,-1,Soooo tired  on my way to work. Gonna be a long day of double shifts!!!
502819,-1,I am so sunburnt. Man I hate being so white sometimes. 
743800,-1,jst finished w/ my meal.i ddnt eat all of em.naw am goin back 2 my bed.&amp;still waiting...  whrru?
1349178,1,"@myhappyendingg chris, your such a PFFFFFFFFF! i friiiken love you too "
363855,-1,Argh!!! #seagate #Festplatte gerade gecrasht! 'N #Backup wÃ¤re mal ne feine Sache 
